Id,Weekly_Sales,,,
12_87_2013-06-14,0,12_8,,
12_87_2013-06-21,0,12_8,,
12_87_2013-06-28,0,12_8,,
12_87_2013-07-05,0,12_8,,
12_87_2013-07-12,0,12_8,,
12_87_2013-07-19,0,12_8,,
12_87_2013-07-26,0,12_8,,
12_90_2012-11-02,0,12_9,,
12_90_2012-11-09,0,12_9,,
12_90_2012-11-16,0,12_9,,
12_90_2012-11-23,0,12_9,,
12_90_2012-11-30,0,12_9,,
12_90_2012-12-07,0,12_9,,
12_90_2012-12-14,0,12_9,,
12_90_2012-12-21,0,12_9,,
12_90_2012-12-28,0,12_9,,
12_90_2013-01-04,0,12_9,,
12_90_2013-01-11,0,12_9,,
12_90_2013-01-18,0,12_9,,
12_90_2013-01-25,0,12_9,,
12_90_2013-02-01,0,12_9,,
12_90_2013-02-08,0,12_9,,
12_90_2013-02-15,0,12_9,,
12_90_2013-02-22,0,12_9,,
12_90_2013-03-01,0,12_9,,
12_90_2013-03-08,0,12_9,,
12_90_2013-03-15,0,12_9,,
12_90_2013-03-22,0,12_9,,
12_90_2013-03-29,0,12_9,,
12_90_2013-04-05,0,12_9,,
12_90_2013-04-12,0,12_9,,
12_90_2013-04-19,0,12_9,,
12_90_2013-04-26,0,12_9,,
12_90_2013-05-03,0,12_9,,
12_90_2013-05-10,0,12_9,,
12_90_2013-05-17,0,12_9,,
12_90_2013-05-24,0,12_9,,
12_90_2013-05-31,0,12_9,,
12_90_2013-06-07,0,12_9,,
12_90_2013-06-14,0,12_9,,
12_90_2013-06-21,0,12_9,,
12_90_2013-06-28,0,12_9,,
12_90_2013-07-05,0,12_9,,
12_90_2013-07-12,0,12_9,,
12_90_2013-07-19,0,12_9,,
12_90_2013-07-26,0,12_9,,
12_91_2012-11-02,0,12_9,,
12_91_2012-11-09,0,12_9,,
12_91_2012-11-16,0,12_9,,
12_91_2012-11-23,0,12_9,,
12_91_2012-11-30,0,12_9,,
12_91_2012-12-07,0,12_9,,
12_91_2012-12-14,0,12_9,,
12_91_2012-12-21,0,12_9,,
12_91_2012-12-28,0,12_9,,
12_91_2013-01-04,0,12_9,,
12_91_2013-01-11,0,12_9,,
12_91_2013-01-18,0,12_9,,
12_91_2013-01-25,0,12_9,,
12_91_2013-02-01,0,12_9,,
12_91_2013-02-08,0,12_9,,
12_91_2013-02-15,0,12_9,,
12_91_2013-02-22,0,12_9,,
12_91_2013-03-01,0,12_9,,
12_91_2013-03-08,0,12_9,,
12_91_2013-03-15,0,12_9,,
12_91_2013-03-22,0,12_9,,
12_91_2013-03-29,0,12_9,,
12_91_2013-04-05,0,12_9,,
12_91_2013-04-12,0,12_9,,
12_91_2013-04-19,0,12_9,,
12_91_2013-04-26,0,12_9,,
12_91_2013-05-03,0,12_9,,
12_91_2013-05-10,0,12_9,,
12_91_2013-05-17,0,12_9,,
12_91_2013-05-24,0,12_9,,
12_91_2013-05-31,0,12_9,,
12_91_2013-06-07,0,12_9,,
12_91_2013-06-14,0,12_9,,
12_91_2013-06-21,0,12_9,,
12_91_2013-06-28,0,12_9,,
12_91_2013-07-05,0,12_9,,
12_91_2013-07-12,0,12_9,,
12_91_2013-07-19,0,12_9,,
12_91_2013-07-26,0,12_9,,
12_92_2012-11-02,0,12_9,,
12_92_2012-11-09,0,12_9,,
12_92_2012-11-16,0,12_9,,
12_92_2012-11-23,0,12_9,,
12_92_2012-11-30,0,12_9,,
12_92_2012-12-07,0,12_9,,
12_92_2012-12-14,0,12_9,,
12_92_2012-12-21,0,12_9,,
12_92_2012-12-28,0,12_9,,
12_92_2013-01-04,0,12_9,,
12_92_2013-01-11,0,12_9,,
12_92_2013-01-18,0,12_9,,
12_92_2013-01-25,0,12_9,,
12_92_2013-02-01,0,12_9,,
12_92_2013-02-08,0,12_9,,
12_92_2013-02-15,0,12_9,,
12_92_2013-02-22,0,12_9,,
12_92_2013-03-01,0,12_9,,
12_92_2013-03-08,0,12_9,,
12_92_2013-03-15,0,12_9,,
12_92_2013-03-22,0,12_9,,
12_92_2013-03-29,0,12_9,,
12_92_2013-04-05,0,12_9,,
12_92_2013-04-12,0,12_9,,
12_92_2013-04-19,0,12_9,,
12_92_2013-04-26,0,12_9,,
12_92_2013-05-03,0,12_9,,
12_92_2013-05-10,0,12_9,,
12_92_2013-05-17,0,12_9,,
12_92_2013-05-24,0,12_9,,
12_92_2013-05-31,0,12_9,,
12_92_2013-06-07,0,12_9,,
12_92_2013-06-14,0,12_9,,
12_92_2013-06-21,0,12_9,,
12_92_2013-06-28,0,12_9,,
12_92_2013-07-05,0,12_9,,
12_92_2013-07-12,0,12_9,,
12_92_2013-07-19,0,12_9,,
12_92_2013-07-26,0,12_9,,
12_93_2012-11-02,0,12_9,,
12_93_2012-11-09,0,12_9,,
12_93_2012-11-16,0,12_9,,
12_93_2012-11-23,0,12_9,,
12_93_2012-11-30,0,12_9,,
12_93_2012-12-07,0,12_9,,
12_93_2012-12-14,0,12_9,,
12_93_2012-12-21,0,12_9,,
12_93_2012-12-28,0,12_9,,
12_93_2013-01-04,0,12_9,,
12_93_2013-01-11,0,12_9,,
12_93_2013-01-18,0,12_9,,
12_93_2013-01-25,0,12_9,,
12_93_2013-02-01,0,12_9,,
12_93_2013-02-08,0,12_9,,
12_93_2013-02-15,0,12_9,,
12_93_2013-02-22,0,12_9,,
12_93_2013-03-01,0,12_9,,
12_93_2013-03-08,0,12_9,,
12_93_2013-03-15,0,12_9,,
12_93_2013-03-22,0,12_9,,
12_93_2013-03-29,0,12_9,,
12_93_2013-04-05,0,12_9,,
12_93_2013-04-12,0,12_9,,
12_93_2013-04-19,0,12_9,,
12_93_2013-04-26,0,12_9,,
12_93_2013-05-03,0,12_9,,
12_93_2013-05-10,0,12_9,,
12_93_2013-05-17,0,12_9,,
12_93_2013-05-24,0,12_9,,
12_93_2013-05-31,0,12_9,,
12_93_2013-06-07,0,12_9,,
12_93_2013-06-14,0,12_9,,
12_93_2013-06-21,0,12_9,,
12_93_2013-06-28,0,12_9,,
12_93_2013-07-05,0,12_9,,
12_93_2013-07-12,0,12_9,,
12_93_2013-07-19,0,12_9,,
12_93_2013-07-26,0,12_9,,
12_94_2012-11-02,0,12_9,,
12_94_2012-11-09,0,12_9,,
12_94_2012-11-16,0,12_9,,
12_94_2012-11-30,0,12_9,,
12_94_2012-12-07,0,12_9,,
12_94_2012-12-14,0,12_9,,
12_94_2013-01-25,0,12_9,,
12_94_2013-02-15,0,12_9,,
12_94_2013-03-08,0,12_9,,
12_94_2013-04-05,0,12_9,,
12_94_2013-05-10,0,12_9,,
12_94_2013-05-17,0,12_9,,
12_94_2013-05-24,0,12_9,,
12_94_2013-05-31,0,12_9,,
12_94_2013-06-07,0,12_9,,
12_94_2013-06-14,0,12_9,,
12_94_2013-06-28,0,12_9,,
12_94_2013-07-05,0,12_9,,
12_95_2012-11-02,0,12_9,,
12_95_2012-11-09,0,12_9,,
12_95_2012-11-16,0,12_9,,
12_95_2012-11-23,0,12_9,,
12_95_2012-11-30,0,12_9,,
12_95_2012-12-07,0,12_9,,
12_95_2012-12-14,0,12_9,,
12_95_2012-12-21,0,12_9,,
12_95_2012-12-28,0,12_9,,
12_95_2013-01-04,0,12_9,,
12_95_2013-01-11,0,12_9,,
12_95_2013-01-18,0,12_9,,
12_95_2013-01-25,0,12_9,,
12_95_2013-02-01,0,12_9,,
12_95_2013-02-08,0,12_9,,
12_95_2013-02-15,0,12_9,,
12_95_2013-02-22,0,12_9,,
12_95_2013-03-01,0,12_9,,
12_95_2013-03-08,0,12_9,,
12_95_2013-03-15,0,12_9,,
12_95_2013-03-22,0,12_9,,
12_95_2013-03-29,0,12_9,,
12_95_2013-04-05,0,12_9,,
12_95_2013-04-12,0,12_9,,
12_95_2013-04-19,0,12_9,,
12_95_2013-04-26,0,12_9,,
12_95_2013-05-03,0,12_9,,
12_95_2013-05-10,0,12_9,,
12_95_2013-05-17,0,12_9,,
12_95_2013-05-24,0,12_9,,
12_95_2013-05-31,0,12_9,,
12_95_2013-06-07,0,12_9,,
12_95_2013-06-14,0,12_9,,
12_95_2013-06-21,0,12_9,,
12_95_2013-06-28,0,12_9,,
12_95_2013-07-05,0,12_9,,
12_95_2013-07-12,0,12_9,,
12_95_2013-07-19,0,12_9,,
12_95_2013-07-26,0,12_9,,
12_96_2012-11-09,0,12_9,,
12_96_2012-11-16,0,12_9,,
12_96_2012-11-30,0,12_9,,
12_96_2012-12-14,0,12_9,,
12_96_2012-12-21,0,12_9,,
12_96_2012-12-28,0,12_9,,
12_96_2013-03-01,0,12_9,,
12_96_2013-04-12,0,12_9,,
12_97_2012-11-02,0,12_9,,
12_97_2012-11-09,0,12_9,,
12_97_2012-11-16,0,12_9,,
12_97_2012-11-23,0,12_9,,
12_97_2012-11-30,0,12_9,,
12_97_2012-12-07,0,12_9,,
12_97_2012-12-14,0,12_9,,
12_97_2012-12-21,0,12_9,,
12_97_2012-12-28,0,12_9,,
12_97_2013-01-04,0,12_9,,
12_97_2013-01-11,0,12_9,,
12_97_2013-01-18,0,12_9,,
12_97_2013-01-25,0,12_9,,
12_97_2013-02-01,0,12_9,,
12_97_2013-02-08,0,12_9,,
12_97_2013-02-15,0,12_9,,
12_97_2013-02-22,0,12_9,,
12_97_2013-03-01,0,12_9,,
12_97_2013-03-08,0,12_9,,
12_97_2013-03-15,0,12_9,,
12_97_2013-03-22,0,12_9,,
12_97_2013-03-29,0,12_9,,
12_97_2013-04-05,0,12_9,,
12_97_2013-04-12,0,12_9,,
12_97_2013-04-19,0,12_9,,
12_97_2013-04-26,0,12_9,,
12_97_2013-05-03,0,12_9,,
12_97_2013-05-10,0,12_9,,
12_97_2013-05-17,0,12_9,,
12_97_2013-05-24,0,12_9,,
12_97_2013-05-31,0,12_9,,
12_97_2013-06-07,0,12_9,,
12_97_2013-06-14,0,12_9,,
12_97_2013-06-21,0,12_9,,
12_97_2013-06-28,0,12_9,,
12_97_2013-07-05,0,12_9,,
12_97_2013-07-12,0,12_9,,
12_97_2013-07-19,0,12_9,,
12_97_2013-07-26,0,12_9,,
12_98_2012-11-02,0,12_9,,
12_98_2012-11-09,0,12_9,,
12_98_2012-11-16,0,12_9,,
12_98_2012-11-23,0,12_9,,
12_98_2012-11-30,0,12_9,,
12_98_2012-12-07,0,12_9,,
12_98_2012-12-14,0,12_9,,
12_98_2012-12-21,0,12_9,,
12_98_2012-12-28,0,12_9,,
12_98_2013-01-04,0,12_9,,
12_98_2013-01-11,0,12_9,,
12_98_2013-01-18,0,12_9,,
12_98_2013-01-25,0,12_9,,
12_98_2013-02-01,0,12_9,,
12_98_2013-02-08,0,12_9,,
12_98_2013-02-15,0,12_9,,
12_98_2013-02-22,0,12_9,,
12_98_2013-03-01,0,12_9,,
12_98_2013-03-08,0,12_9,,
12_98_2013-03-15,0,12_9,,
12_98_2013-03-22,0,12_9,,
12_98_2013-03-29,0,12_9,,
12_98_2013-04-05,0,12_9,,
12_98_2013-04-12,0,12_9,,
12_98_2013-04-19,0,12_9,,
12_98_2013-04-26,0,12_9,,
12_98_2013-05-03,0,12_9,,
12_98_2013-05-10,0,12_9,,
12_98_2013-05-17,0,12_9,,
12_98_2013-05-24,0,12_9,,
12_98_2013-05-31,0,12_9,,
12_98_2013-06-07,0,12_9,,
12_98_2013-06-14,0,12_9,,
12_98_2013-06-21,0,12_9,,
12_98_2013-06-28,0,12_9,,
12_98_2013-07-05,0,12_9,,
12_98_2013-07-12,0,12_9,,
12_98_2013-07-19,0,12_9,,
12_98_2013-07-26,0,12_9,,
12_99_2012-12-14,0,12_9,,
12_99_2013-02-22,0,12_9,,
12_99_2013-07-05,0,12_9,,
12_99_2013-07-12,0,12_9,,
12_99_2013-07-19,0,12_9,,
12_99_2013-07-26,0,12_9,,
13_1_2012-11-02,0,13_1,,
13_1_2012-11-09,0,13_1,,
13_1_2012-11-16,0,13_1,,
13_1_2012-11-23,0,13_1,,
13_1_2012-11-30,0,13_1,,
13_1_2012-12-07,0,13_1,,
13_1_2012-12-14,0,13_1,,
13_1_2012-12-21,0,13_1,,
13_1_2012-12-28,0,13_1,,
13_1_2013-01-04,0,13_1,,
13_1_2013-01-11,0,13_1,,
13_1_2013-01-18,0,13_1,,
13_1_2013-01-25,0,13_1,,
13_1_2013-02-01,0,13_1,,
13_1_2013-02-08,0,13_1,,
13_1_2013-02-15,0,13_1,,
13_1_2013-02-22,0,13_1,,
13_1_2013-03-01,0,13_1,,
13_1_2013-03-08,0,13_1,,
13_1_2013-03-15,0,13_1,,
13_1_2013-03-22,0,13_1,,
13_1_2013-03-29,0,13_1,,
13_1_2013-04-05,0,13_1,,
13_1_2013-04-12,0,13_1,,
13_1_2013-04-19,0,13_1,,
13_1_2013-04-26,0,13_1,,
13_1_2013-05-03,0,13_1,,
13_1_2013-05-10,0,13_1,,
13_1_2013-05-17,0,13_1,,
13_1_2013-05-24,0,13_1,,
13_1_2013-05-31,0,13_1,,
13_1_2013-06-07,0,13_1,,
13_1_2013-06-14,0,13_1,,
13_1_2013-06-21,0,13_1,,
13_1_2013-06-28,0,13_1,,
13_1_2013-07-05,0,13_1,,
13_1_2013-07-12,0,13_1,,
13_1_2013-07-19,0,13_1,,
13_1_2013-07-26,0,13_1,,
13_2_2012-11-02,0,13_2,,
13_2_2012-11-09,0,13_2,,
13_2_2012-11-16,0,13_2,,
13_2_2012-11-23,0,13_2,,
13_2_2012-11-30,0,13_2,,
13_2_2012-12-07,0,13_2,,
13_2_2012-12-14,0,13_2,,
13_2_2012-12-21,0,13_2,,
13_2_2012-12-28,0,13_2,,
13_2_2013-01-04,0,13_2,,
13_2_2013-01-11,0,13_2,,
13_2_2013-01-18,0,13_2,,
13_2_2013-01-25,0,13_2,,
13_2_2013-02-01,0,13_2,,
13_2_2013-02-08,0,13_2,,
13_2_2013-02-15,0,13_2,,
13_2_2013-02-22,0,13_2,,
13_2_2013-03-01,0,13_2,,
13_2_2013-03-08,0,13_2,,
13_2_2013-03-15,0,13_2,,
13_2_2013-03-22,0,13_2,,
13_2_2013-03-29,0,13_2,,
13_2_2013-04-05,0,13_2,,
13_2_2013-04-12,0,13_2,,
13_2_2013-04-19,0,13_2,,
13_2_2013-04-26,0,13_2,,
13_2_2013-05-03,0,13_2,,
13_2_2013-05-10,0,13_2,,
13_2_2013-05-17,0,13_2,,
13_2_2013-05-24,0,13_2,,
13_2_2013-05-31,0,13_2,,
13_2_2013-06-07,0,13_2,,
13_2_2013-06-14,0,13_2,,
13_2_2013-06-21,0,13_2,,
13_2_2013-06-28,0,13_2,,
13_2_2013-07-05,0,13_2,,
13_2_2013-07-12,0,13_2,,
13_2_2013-07-19,0,13_2,,
13_2_2013-07-26,0,13_2,,
13_3_2012-11-02,0,13_3,,
13_3_2012-11-09,0,13_3,,
13_3_2012-11-16,0,13_3,,
13_3_2012-11-23,0,13_3,,
13_3_2012-11-30,0,13_3,,
13_3_2012-12-07,0,13_3,,
13_3_2012-12-14,0,13_3,,
13_3_2012-12-21,0,13_3,,
13_3_2012-12-28,0,13_3,,
13_3_2013-01-04,0,13_3,,
13_3_2013-01-11,0,13_3,,
13_3_2013-01-18,0,13_3,,
13_3_2013-01-25,0,13_3,,
13_3_2013-02-01,0,13_3,,
13_3_2013-02-08,0,13_3,,
13_3_2013-02-15,0,13_3,,
13_3_2013-02-22,0,13_3,,
13_3_2013-03-01,0,13_3,,
13_3_2013-03-08,0,13_3,,
13_3_2013-03-15,0,13_3,,
13_3_2013-03-22,0,13_3,,
13_3_2013-03-29,0,13_3,,
13_3_2013-04-05,0,13_3,,
13_3_2013-04-12,0,13_3,,
13_3_2013-04-19,0,13_3,,
13_3_2013-04-26,0,13_3,,
13_3_2013-05-03,0,13_3,,
13_3_2013-05-10,0,13_3,,
13_3_2013-05-17,0,13_3,,
13_3_2013-05-24,0,13_3,,
13_3_2013-05-31,0,13_3,,
13_3_2013-06-07,0,13_3,,
13_3_2013-06-14,0,13_3,,
13_3_2013-06-21,0,13_3,,
13_3_2013-06-28,0,13_3,,
13_3_2013-07-05,0,13_3,,
13_3_2013-07-12,0,13_3,,
13_3_2013-07-19,0,13_3,,
13_3_2013-07-26,0,13_3,,
13_4_2012-11-02,0,13_4,,
13_4_2012-11-09,0,13_4,,
13_4_2012-11-16,0,13_4,,
13_4_2012-11-23,0,13_4,,
13_4_2012-11-30,0,13_4,,
13_4_2012-12-07,0,13_4,,
13_4_2012-12-14,0,13_4,,
13_4_2012-12-21,0,13_4,,
13_4_2012-12-28,0,13_4,,
13_4_2013-01-04,0,13_4,,
13_4_2013-01-11,0,13_4,,
13_4_2013-01-18,0,13_4,,
13_4_2013-01-25,0,13_4,,
13_4_2013-02-01,0,13_4,,
13_4_2013-02-08,0,13_4,,
13_4_2013-02-15,0,13_4,,
13_4_2013-02-22,0,13_4,,
13_4_2013-03-01,0,13_4,,
13_4_2013-03-08,0,13_4,,
13_4_2013-03-15,0,13_4,,
13_4_2013-03-22,0,13_4,,
13_4_2013-03-29,0,13_4,,
13_4_2013-04-05,0,13_4,,
13_4_2013-04-12,0,13_4,,
13_4_2013-04-19,0,13_4,,
13_4_2013-04-26,0,13_4,,
13_4_2013-05-03,0,13_4,,
13_4_2013-05-10,0,13_4,,
13_4_2013-05-17,0,13_4,,
13_4_2013-05-24,0,13_4,,
13_4_2013-05-31,0,13_4,,
13_4_2013-06-07,0,13_4,,
13_4_2013-06-14,0,13_4,,
13_4_2013-06-21,0,13_4,,
13_4_2013-06-28,0,13_4,,
13_4_2013-07-05,0,13_4,,
13_4_2013-07-12,0,13_4,,
13_4_2013-07-19,0,13_4,,
13_4_2013-07-26,0,13_4,,
13_5_2012-11-02,0,13_5,,
13_5_2012-11-09,0,13_5,,
13_5_2012-11-16,0,13_5,,
13_5_2012-11-23,0,13_5,,
13_5_2012-11-30,0,13_5,,
13_5_2012-12-07,0,13_5,,
13_5_2012-12-14,0,13_5,,
13_5_2012-12-21,0,13_5,,
13_5_2012-12-28,0,13_5,,
13_5_2013-01-04,0,13_5,,
13_5_2013-01-11,0,13_5,,
13_5_2013-01-18,0,13_5,,
13_5_2013-01-25,0,13_5,,
13_5_2013-02-01,0,13_5,,
13_5_2013-02-08,0,13_5,,
13_5_2013-02-15,0,13_5,,
13_5_2013-02-22,0,13_5,,
13_5_2013-03-01,0,13_5,,
13_5_2013-03-08,0,13_5,,
13_5_2013-03-15,0,13_5,,
13_5_2013-03-22,0,13_5,,
13_5_2013-03-29,0,13_5,,
13_5_2013-04-05,0,13_5,,
13_5_2013-04-12,0,13_5,,
13_5_2013-04-19,0,13_5,,
13_5_2013-04-26,0,13_5,,
13_5_2013-05-03,0,13_5,,
13_5_2013-05-10,0,13_5,,
13_5_2013-05-17,0,13_5,,
13_5_2013-05-24,0,13_5,,
13_5_2013-05-31,0,13_5,,
13_5_2013-06-07,0,13_5,,
13_5_2013-06-14,0,13_5,,
13_5_2013-06-21,0,13_5,,
13_5_2013-06-28,0,13_5,,
13_5_2013-07-05,0,13_5,,
13_5_2013-07-12,0,13_5,,
13_5_2013-07-19,0,13_5,,
13_5_2013-07-26,0,13_5,,
13_6_2012-11-02,0,13_6,,
13_6_2012-11-09,0,13_6,,
13_6_2012-11-16,0,13_6,,
13_6_2012-11-23,0,13_6,,
13_6_2012-11-30,0,13_6,,
13_6_2012-12-07,0,13_6,,
13_6_2012-12-14,0,13_6,,
13_6_2012-12-21,0,13_6,,
13_6_2012-12-28,0,13_6,,
13_6_2013-01-04,0,13_6,,
13_6_2013-01-11,0,13_6,,
13_6_2013-01-18,0,13_6,,
13_6_2013-01-25,0,13_6,,
13_6_2013-02-01,0,13_6,,
13_6_2013-02-08,0,13_6,,
13_6_2013-02-15,0,13_6,,
13_6_2013-02-22,0,13_6,,
13_6_2013-03-01,0,13_6,,
13_6_2013-03-08,0,13_6,,
13_6_2013-03-15,0,13_6,,
13_6_2013-03-22,0,13_6,,
13_6_2013-03-29,0,13_6,,
13_6_2013-04-05,0,13_6,,
13_6_2013-04-12,0,13_6,,
13_6_2013-04-19,0,13_6,,
13_6_2013-04-26,0,13_6,,
13_6_2013-05-03,0,13_6,,
13_6_2013-05-10,0,13_6,,
13_6_2013-05-17,0,13_6,,
13_6_2013-05-24,0,13_6,,
13_6_2013-05-31,0,13_6,,
13_6_2013-06-07,0,13_6,,
13_6_2013-06-14,0,13_6,,
13_6_2013-06-21,0,13_6,,
13_6_2013-06-28,0,13_6,,
13_6_2013-07-05,0,13_6,,
13_6_2013-07-12,0,13_6,,
13_6_2013-07-19,0,13_6,,
13_6_2013-07-26,0,13_6,,
13_7_2012-11-02,0,13_7,,
13_7_2012-11-09,0,13_7,,
13_7_2012-11-16,0,13_7,,
13_7_2012-11-23,0,13_7,,
13_7_2012-11-30,0,13_7,,
13_7_2012-12-07,0,13_7,,
13_7_2012-12-14,0,13_7,,
13_7_2012-12-21,0,13_7,,
13_7_2012-12-28,0,13_7,,
13_7_2013-01-04,0,13_7,,
13_7_2013-01-11,0,13_7,,
13_7_2013-01-18,0,13_7,,
13_7_2013-01-25,0,13_7,,
13_7_2013-02-01,0,13_7,,
13_7_2013-02-08,0,13_7,,
13_7_2013-02-15,0,13_7,,
13_7_2013-02-22,0,13_7,,
13_7_2013-03-01,0,13_7,,
13_7_2013-03-08,0,13_7,,
13_7_2013-03-15,0,13_7,,
13_7_2013-03-22,0,13_7,,
13_7_2013-03-29,0,13_7,,
13_7_2013-04-05,0,13_7,,
13_7_2013-04-12,0,13_7,,
13_7_2013-04-19,0,13_7,,
13_7_2013-04-26,0,13_7,,
13_7_2013-05-03,0,13_7,,
13_7_2013-05-10,0,13_7,,
13_7_2013-05-17,0,13_7,,
13_7_2013-05-24,0,13_7,,
13_7_2013-05-31,0,13_7,,
13_7_2013-06-07,0,13_7,,
13_7_2013-06-14,0,13_7,,
13_7_2013-06-21,0,13_7,,
13_7_2013-06-28,0,13_7,,
13_7_2013-07-05,0,13_7,,
13_7_2013-07-12,0,13_7,,
13_7_2013-07-19,0,13_7,,
13_7_2013-07-26,0,13_7,,
13_8_2012-11-02,0,13_8,,
13_8_2012-11-09,0,13_8,,
13_8_2012-11-16,0,13_8,,
13_8_2012-11-23,0,13_8,,
13_8_2012-11-30,0,13_8,,
13_8_2012-12-07,0,13_8,,
13_8_2012-12-14,0,13_8,,
13_8_2012-12-21,0,13_8,,
13_8_2012-12-28,0,13_8,,
13_8_2013-01-04,0,13_8,,
13_8_2013-01-11,0,13_8,,
13_8_2013-01-18,0,13_8,,
13_8_2013-01-25,0,13_8,,
13_8_2013-02-01,0,13_8,,
13_8_2013-02-08,0,13_8,,
13_8_2013-02-15,0,13_8,,
13_8_2013-02-22,0,13_8,,
13_8_2013-03-01,0,13_8,,
13_8_2013-03-08,0,13_8,,
13_8_2013-03-15,0,13_8,,
13_8_2013-03-22,0,13_8,,
13_8_2013-03-29,0,13_8,,
13_8_2013-04-05,0,13_8,,
13_8_2013-04-12,0,13_8,,
13_8_2013-04-19,0,13_8,,
13_8_2013-04-26,0,13_8,,
13_8_2013-05-03,0,13_8,,
13_8_2013-05-10,0,13_8,,
13_8_2013-05-17,0,13_8,,
13_8_2013-05-24,0,13_8,,
13_8_2013-05-31,0,13_8,,
13_8_2013-06-07,0,13_8,,
13_8_2013-06-14,0,13_8,,
13_8_2013-06-21,0,13_8,,
13_8_2013-06-28,0,13_8,,
13_8_2013-07-05,0,13_8,,
13_8_2013-07-12,0,13_8,,
13_8_2013-07-19,0,13_8,,
13_8_2013-07-26,0,13_8,,
13_9_2012-11-02,0,13_9,,
13_9_2012-11-09,0,13_9,,
13_9_2012-11-16,0,13_9,,
13_9_2012-11-23,0,13_9,,
13_9_2012-11-30,0,13_9,,
13_9_2012-12-07,0,13_9,,
13_9_2012-12-14,0,13_9,,
13_9_2012-12-21,0,13_9,,
13_9_2012-12-28,0,13_9,,
13_9_2013-01-04,0,13_9,,
13_9_2013-01-11,0,13_9,,
13_9_2013-01-18,0,13_9,,
13_9_2013-01-25,0,13_9,,
13_9_2013-02-01,0,13_9,,
13_9_2013-02-08,0,13_9,,
13_9_2013-02-15,0,13_9,,
13_9_2013-02-22,0,13_9,,
13_9_2013-03-01,0,13_9,,
13_9_2013-03-08,0,13_9,,
13_9_2013-03-15,0,13_9,,
13_9_2013-03-22,0,13_9,,
13_9_2013-03-29,0,13_9,,
13_9_2013-04-05,0,13_9,,
13_9_2013-04-12,0,13_9,,
13_9_2013-04-19,0,13_9,,
13_9_2013-04-26,0,13_9,,
13_9_2013-05-03,0,13_9,,
13_9_2013-05-10,0,13_9,,
13_9_2013-05-17,0,13_9,,
13_9_2013-05-24,0,13_9,,
13_9_2013-05-31,0,13_9,,
13_9_2013-06-07,0,13_9,,
13_9_2013-06-14,0,13_9,,
13_9_2013-06-21,0,13_9,,
13_9_2013-06-28,0,13_9,,
13_9_2013-07-05,0,13_9,,
13_9_2013-07-12,0,13_9,,
13_9_2013-07-19,0,13_9,,
13_9_2013-07-26,0,13_9,,
13_10_2012-11-02,0,13_1,,
13_10_2012-11-09,0,13_1,,
13_10_2012-11-16,0,13_1,,
13_10_2012-11-23,0,13_1,,
13_10_2012-11-30,0,13_1,,
13_10_2012-12-07,0,13_1,,
13_10_2012-12-14,0,13_1,,
13_10_2012-12-21,0,13_1,,
13_10_2012-12-28,0,13_1,,
13_10_2013-01-04,0,13_1,,
13_10_2013-01-11,0,13_1,,
13_10_2013-01-18,0,13_1,,
13_10_2013-01-25,0,13_1,,
13_10_2013-02-01,0,13_1,,
13_10_2013-02-08,0,13_1,,
13_10_2013-02-15,0,13_1,,
13_10_2013-02-22,0,13_1,,
13_10_2013-03-01,0,13_1,,
13_10_2013-03-08,0,13_1,,
13_10_2013-03-15,0,13_1,,
13_10_2013-03-22,0,13_1,,
13_10_2013-03-29,0,13_1,,
13_10_2013-04-05,0,13_1,,
13_10_2013-04-12,0,13_1,,
13_10_2013-04-19,0,13_1,,
13_10_2013-04-26,0,13_1,,
13_10_2013-05-03,0,13_1,,
13_10_2013-05-10,0,13_1,,
13_10_2013-05-17,0,13_1,,
13_10_2013-05-24,0,13_1,,
13_10_2013-05-31,0,13_1,,
13_10_2013-06-07,0,13_1,,
13_10_2013-06-14,0,13_1,,
13_10_2013-06-21,0,13_1,,
13_10_2013-06-28,0,13_1,,
13_10_2013-07-05,0,13_1,,
13_10_2013-07-12,0,13_1,,
13_10_2013-07-19,0,13_1,,
13_10_2013-07-26,0,13_1,,
13_11_2012-11-02,0,13_1,,
13_11_2012-11-09,0,13_1,,
13_11_2012-11-16,0,13_1,,
13_11_2012-11-23,0,13_1,,
13_11_2012-11-30,0,13_1,,
13_11_2012-12-07,0,13_1,,
13_11_2012-12-14,0,13_1,,
13_11_2012-12-21,0,13_1,,
13_11_2012-12-28,0,13_1,,
13_11_2013-01-04,0,13_1,,
13_11_2013-01-11,0,13_1,,
13_11_2013-01-18,0,13_1,,
13_11_2013-01-25,0,13_1,,
13_11_2013-02-01,0,13_1,,
13_11_2013-02-08,0,13_1,,
13_11_2013-02-15,0,13_1,,
13_11_2013-02-22,0,13_1,,
13_11_2013-03-01,0,13_1,,
13_11_2013-03-08,0,13_1,,
13_11_2013-03-15,0,13_1,,
13_11_2013-03-22,0,13_1,,
13_11_2013-03-29,0,13_1,,
13_11_2013-04-05,0,13_1,,
13_11_2013-04-12,0,13_1,,
13_11_2013-04-19,0,13_1,,
13_11_2013-04-26,0,13_1,,
13_11_2013-05-03,0,13_1,,
13_11_2013-05-10,0,13_1,,
13_11_2013-05-17,0,13_1,,
13_11_2013-05-24,0,13_1,,
13_11_2013-05-31,0,13_1,,
13_11_2013-06-07,0,13_1,,
13_11_2013-06-14,0,13_1,,
13_11_2013-06-21,0,13_1,,
